==================BERIKUT DATA STANDARD  DEVIATION=======================================
                Luas    Populasi
Benua                           
Afrika   1030.961687  111.015765
Amerika  4214.899406  102.001634
Asia     6906.996395  616.596546
Eropa      81.317280   12.020815
